company_name,rating,reviews,company_type,headquarters,years_old,emp_count
Polyplex,4.4,221,Public,Noida +13 more,40 years old,501-1k Employees
ZIM Laboratories,3.6,220,Public,Nagpur +8 more,40 years old,1k-5k Employees
Alembic,3.6,219,Public,Vadodara +29 more,117 years old,5k-10k Employees (Global)
Alembic,3.6,219,Public,Vadodara +29 more,117 years old,5k-10k Employees (Global)
Sun TV Network,3.8,219,Public,Chennai +13 more,31 years old,1k-5k Employees
Bal Pharma,3.5,219,Public,Bangalore/Bengaluru +18 more,37 years old,1k-5k Employees
Hays Business Solutions,3.8,219,Public,Gurgaon +8 more,13 years old,501-1k Employees
Prime Focus,3.9,218,Public,Mumbai +11 more,27 years old,1k-5k Employees
Pratibha Industries,4.7,216,Public,Mumbai +21 more,42 years old,501-1k Employees
Shangri-la Hotels & Resorts,4.3,215,Public,Hong Kong +18 more,53 years old,501-1k Employees
Puranik Builders,3.8,214,Public,Thane +8 more,56 years old,201-500 Employees
Bajaj Energy,4.4,213,Public,Mumbai +14 more,16 years old,501-1k Employees
MSP Steel & Power,4,219,Public,Kolkata +10 more,94 years old,1k-5k Employees
Schneider Electric Infrastructure,4.2,214,Public,Rueil-Malmaison +23 more,188 years old,10k-50k Employees
Muthoot Capital Services,3.8,213,Public,Kochi/Cochin +65 more,30 years old,1k-5k Employees
Yellow Diamond,4.3,219,Public,Indore +53 more,15 years old,1k-5k Employees
Symphony,4.1,216,Public,Palo Alto +59 more,36 years old,201-500 Employees
CES,3.9,211,Public,Bolingbrook +14 more,28 years old,1k-5k Employees
Sterling Hospitals,4.1,210,Public,Ahmedabad +13 more,23 years old,1k-5k Employees
TAJSATS AIR CATERING,4.1,217,Public,Mumbai +15 more,48 years old,51-200 Employees
Pitti Engineering Solutions,4.1,216,Public,Hyderabad +8 more,41 years old,1k-5k Employees
SYSTRA,4.1,213,Public,Paris +37 more,67 years old,501-1k Employees
The KCP,4.1,213,Public,Chennai +15 more,83 years old,1k-5k Employees
Shaily Engineering Plastics,4,211,Public,Vadodara/Baroda +6 more,44 years old,501-1k Employees
EMCO,3.9,209,Public,Mumbai +23 more,60 years old,51-200 Employees
Allengers Medical Systems,3.6,213,Public,Chandigarh +36 more,37 years old,1k-5k Employees
Cliantha Research,4,212,Public,Ahmedabad +8 more,20 years old,501-1k Employees
Responsive Industries,4.3,211,Public,Thane +9 more,32 years old,501-1k Employees
Avantor,3.7,216,Public,Radnor Township +22 more,120 years old,1k-5k Employees
Marksans Pharma,3.4,215,Public,Mumbai +13 more,32 years old,501-1k Employees
S Chand Group,4.1,208,Public,New Delhi +30 more,85 years old,1k-5k Employees
Dishnet Wireless,4.3,207,Public,Delhi/NCR +45 more,26 years old,1k-5k Employees
BARC,4.4,209,Public,Mumbai +22 more,79 years old,10k-50k Employees
Indira Gandhi International Airport,3.9,209,Public,New Delhi +7 more,62 years old,10k-50k Employees (Global)
MosChip Technologies,4.3,208,Public,Bangalore Rural +3 more,25 years old,1k-5k Employees
Madhucon Projects,3.1,208,Public,Hyderabad / Secunderabad +30 more,41 years old,1k-5k Employees
MSCI,4,214,Public,New York City +9 more,55 years old,1k-5k Employees
Ratnamani Metals and Tubes,4.3,209,Public,Ahmedabad +13 more,41 years old,1k-5k Employees
Southern Petrochemical Industries Corporation,3.6,209,Public,Chennai +11 more,55 years old,1k-5k Employees
CANTABIL RETAIL INDIA,4.2,212,Public,Delhi/NCR +64 more,24 years old,1k-5k Employees
Prabhat Dairy,3.8,209,Public,Rahata +23 more,26 years old,201-500 Employees
Aarti Steels,3.9,204,Public,Ludhiana +9 more,45 years old,1k-5k Employees
TCPL Packaging,4.1,204,Public,Bangalore +34 more,37 years old,1k-5k Employees
Gufic Biosciences,3.3,208,Public,Mumbai +30 more,54 years old,501-1k Employees
Himadri Speciality Chemical,4,206,Public,Kolkata +12 more,37 years old,1k-5k Employees
Hinduja Group,4,203,Public,Mumbai +52 more,15 years old,1 Lakh+ Employees
Swiss Re,4,208,Public,Zurich +5 more,161 years old,1k-5k Employees
Liberty Shoes,3.8,207,Public,Gurgaon/Gurugram +39 more,70 years old,51-200 Employees
Hindustan Foods,3.8,207,Public,Mumbai +27 more,36 years old,1k-5k Employees
GMR Energy,4.4,207,Public,Delhi +25 more,28 years old,1k-5k Employees
Billabong High International School,3.8,205,Public,Noida +19 more,15 years old,51-200 Employees
Enphase Energy,3.1,209,Public,Fremont +6 more,18 years old,501-1k Employees
Alivira Animal Health,3.6,207,Public,Mumbai +14 more,10 years old,201-500 Employees
Essar Power,4.4,204,Public,Mumbai +17 more,27 years old,5k-10k Employees
Indo Amines,3.2,203,Public,Thane +9 more,45 years old,201-500 Employees
Adani Gas,3.6,202,Public,Ahmedabad +40 more,20 years old,501-1k Employees
Hyundai Heavy Industries,4.1,194,Public,Ulsan +20 more,52 years old,Public
NXP Semiconductors,4,206,Public,Eindhoven +11 more,55 years old,1k-5k Employees
Uniinfo Telecom Services,4,200,Public,Indore +31 more,14 years old,201-500 Employees
Amrutanjan Health Care,3.8,199,Public,Chennai +37 more,131 years old,1k-5k Employees
TITAGARH WAGONS,3.2,203,Public,Kolkata +14 more,26 years old,501-1k Employees
Bliss Gvs Pharma,3.9,200,Public,Mumbai +6 more,40 years old,501-1k Employees
NIKE,4.3,206,Public,Beaverton +38 more,60 years old,1k-5k Employees
Control Print,3.9,196,Public,Mumbai +25 more,33 years old,501-1k Employees
Toyota Tsusho,4,198,Public,Nagoya +22 more,25 years old,501-1k Employees
United India Insurance Company,4.3,196,Public,Chennai +71 more,86 years old,10k-50k Employees
AYN InfoTech,4.7,195,Public,Bengaluru/Bangalore +12 more,15 years old,51-200 Employees
Gravita,4.4,200,Public,Jaipur +14 more,32 years old,201-500 Employees
VISA Steel,3.9,197,Public,Bhubaneswar +12 more,28 years old,1k-5k Employees
TATA Advanced Materials,4,195,Public,Bangalore/Bengaluru +3 more,34 years old,501-1k Employees
Delphi Automotive Systems,3.9,195,Public,Dublin +17 more,30 years old,51-200 Employees
Sel Manufacturing Co.,3.6,194,Public,Ludhiana +15 more,55 years old,1k-5k Employees
Garden Silk Mills,4,194,Public,Surat +14 more,45 years old,1k-5k Employees
Zee Media Corporation,3.5,201,Public,Noida +17 more,25 years old,1k-5k Employees
Fresenius Medical Care,3.9,201,Public,Massachusetts +31 more,28 years old,201-500 Employees
Envestnet Asset Management,3.9,199,Public,Chicago +4 more,25 years old,1k-5k Employees
Kotak Mahindra General Insurance,3.8,196,Public,Mumbai +43 more,9 years old,501-1k Employees
Talwalkars Better value Fitness,4.1,194,Public,Mumbai +54 more,92 years old,201-500 Employees
Neon Laboratories,3.9,194,Public,Mumbai +30 more,42 years old,1k-5k Employees
Central Institute of Plastics Engineering & Technology,3.9,196,Public,Chennai +36 more,56 years old,51-200 Employees
Zee Learn,3.8,194,Public,Mumbai +31 more,8 years old,201-500 Employees
Vacmet India,4.4,193,Public,Agra +13 more,31 years old,501-1k Employees
Lumino Industries,3.6,197,Public,Kolkata +27 more,35 years old,51-200 Employees
National Institute of Technology,4.2,196,Public,New Delhi +28 more,17 years old,51-200 Employees
Model N,4.7,194,Public,San Mateo +1 more,25 years old,501-1k Employees
Chandan Steel,3.6,192,Public,Mumbai +15 more,55 years old,11-50 Employees
Vinati Organics,3.8,194,Public,Mumbai +10 more,35 years old,501-1k Employees
Sajjan India,3.8,193,Public,Mumbai +9 more,119 years old,51-200 Employees
Insecticides India,4.5,192,Public,Delhi/NCR +31 more,22 years old,1k-5k Employees
Zuari Agro Chemicals,4.1,190,Public,Gurgaon/Gurugram +47 more,57 years old,501-1k Employees
Jagran Prakashan,4,190,Public,Kanpur  +51 more,49 years old,501-1k Employees
Emirates Flight Catering,4.3,190,Public,Dubai +12 more,42 years old,201-500 Employees
Chennai Petroleum Corporation,4.5,192,Public,Chennai +9 more,59 years old,1k-5k Employees
Aegis Logistics,4,190,Public,Mumbai +25 more,68 years old,1k-5k Employees
Guiltfree Industries,3.8,190,Public,Kolkata +44 more,8 years old,201-500 Employees
Accord Synergy,4.2,188,Public,Vadodara/Baroda +29 more,10 years old,51-200 Employees
ARCADIS,4.3,192,Public,Amsterdam +24 more,15 years old,1k-5k Employees
STYLAM Industries,3.7,191,Public,Chandigarh +24 more,33 years old,201-500 Employees
KLJ GROUP,3.7,191,Public,New Delhi +15 more,57 years old,1k-5k Employees
Nippon Express,4.2,190,Public,Tokyo +29 more,77 years old,501-1k Employees
The New India Assurance Co.,4.6,190,Public,Mumbai +69 more,105 years old,10k-50k Employees
National Highways Authority of India,4.1,189,Public,Delhi/NCR +99 more,36 years old,5k-10k Employees (Global)
HDFC Asset Management Company,4,189,Public,Mumbai +75 more,25 years old,Public
Balrampur Chini Mills,4.2,189,Public,Kolkata +16 more,49 years old,1k-5k Employees
Welspun Global Brands,3.8,188,Public,Mumbai +31 more,24 years old,10k-50k Employees (Global)
Stelmec,3.6,188,Public,Mumbai +24 more,40 years old,501-1k Employees
Oriental Carbon & Chemicals,4.2,190,Public,Noida +12 more,46 years old,201-500 Employees
MEP Infrastructure Developers,3.5,187,Public,Mumbai +21 more,22 years old,1k-5k Employees
Deen Dayal Upadhyaya Grameen Kaushalya Yojana,4,188,Public,New Delhi +80 more,10 years old,501-1k Employees
Wanbury,3.5,186,Public,Mumbai +26 more,36 years old,1k-5k Employees
Flexituff Ventures International,3.9,186,Public,Pithampur +11 more,58 years old,51-200 Employees
Kinetic Engineering,3.7,185,Public,Pune +10 more,54 years old,501-1k Employees
Monnet Group,4.3,183,Public,Raipur +17 more,34 years old,501-1k Employees
Berar Finance,4.1,186,Public,Nagpur +61 more,34 years old,1k-5k Employees
Tata Housing Development Company,4.1,182,Public,Mumbai +21 more,40 years old,1k-5k Employees
Government of Andhra Pradesh,3.9,181,Public,Velagapudi +55 more,71 years old,1 Lakh+ Employees
Emerald Jewel Industry India,3.9,183,Public,Coimbatore +10 more,40 years old,51-200 Employees
Hill International,4.1,182,Public,Philadelphia +20 more,48 years old,201-500 Employees
Pradhan Mantri Kaushal Vikas Yojana,4,180,Public,Delhi/NCR +80 more,9 years old,1-10 Employees
Resonance Eduventures,4.1,185,Public,Kota +35 more,23 years old,51-200 Employees
Vishvaraj Infrastructure,4.1,182,Public,Nagpur +34 more,25 years old,201-500 Employees
PCS Technology,4.5,179,Public,Pune +44 more,43 years old,1k-5k Employees
Autodesk,4.3,184,Public,San Francisco +21 more,42 years old,1k-5k Employees
Trigyn Technologies,3.8,181,Public,Edison +12 more,38 years old,501-1k Employees
Kalyani Forge,3.1,180,Public,Pune +4 more,45 years old,501-1k Employees
Fiat Chrysler Automobiles,3.5,178,Public,London +12 more,10 years old,1k-5k Employees
Wings Biotech,3.8,177,Public,Delhi/NCR +27 more,38 years old,1k-5k Employees
Manba Finance,3.9,185,Public,Mumbai +25 more,28 years old,501-1k Employees
Dev Information Technology,3.8,181,Public,Ahmedabad +31 more,27 years old,501-1k Employees
Olectra Greentech,3.3,180,Public,Hyderabad/Secunderabad +16 more,32 years old,201-500 Employees
Triveni Turbines,3.8,179,Public,Bangalore/Bengaluru +15 more,56 years old,501-1k Employees
Filatex India,3.9,175,Public,Noida +11 more,34 years old,1k-5k Employees
Bharat Wire Ropes,3.7,181,Public,Mumbai +7 more,38 years old,201-500 Employees
SEABIRD LOGISOLUTIONS,3.7,179,Public,Mumbai +24 more,19 years old,51-200 Employees
Bajaj Healthcare,3.5,178,Public,Thane +10 more,31 years old,51-200 Employees
Claris Lifesciences Ahmedabad,3.1,173,Public,Ahmedabad +17 more,25 years old,1k-5k Employees
SasMos HET Technologies,3.9,181,Public,Bengaluru +3 more,17 years old,201-500 Employees
Sopra Banking Software,3.7,180,Public,Paris +4 more,12 years old,1k-5k Employees
Century Enka,4.1,176,Public,Pune +11 more,59 years old,501-1k Employees
Grauer & Weil (i),3.6,180,Public,Mumbai +22 more,67 years old,501-1k Employees
Indo Rama Synthetics (i),3.6,176,Public,Gurgaon/Gurugram +12 more,38 years old,51-200 Employees
Chhatrapati Shivaji International Airport,4.2,175,Public,Mumbai +6 more,18 years old,1k-5k Employees
MBL Infrastructure Limited,3.8,175,Public,Delhi/NCR +21 more,29 years old,201-500 Employees
Anupam Rasayan India,3.8,182,Public,Surat +9 more,47 years old,201-500 Employees
OmniActive Health Technologies,3.6,175,Public,Mumbai +12 more,20 years old,501-1k Employees
Kanpur Plastipack,3.8,173,Public,Kanpur +3 more,53 years old,1k-5k Employees
TomTom,4.1,172,Public,Amsterdam +1 more,33 years old,501-1k Employees
Snowman Logistics,4.2,177,Public,Bangalore/Bengaluru +24 more,28 years old,201-500 Employees
Locuz Enterprise Solutions,4.2,176,Public,Hyderabad/Secunderabad +12 more,25 years old,501-1k Employees
Shri Bajrang Power & Ispat,4.1,175,Public,Mumbai +9 more,22 years old,1k-5k Employees
Shiva Pharmachem,4.1,175,Public,Vadodara/Baroda +10 more,23 years old,201-500 Employees
Navneet Education,3.9,172,Public,Mumbai +28 more,65 years old,501-1k Employees
Hawkins Cookers,3.9,172,Public,Mumbai +28 more,65 years old,Public
Indian Steel Corporation,4.2,170,Public,Indore +10 more,20 years old,1k-5k Employees
Oriental Aromatics,3.2,177,Public,Mumbai +7 more,69 years old,501-1k Employees
Lokesh Machines,3.7,175,Public,Hyderabad/Secunderabad +8 more,41 years old,501-1k Employees
Central Tool Room & Training Centre,4.2,173,Public,Bhubaneswar +9 more,48 years old,51-200 Employees
Thirumalai Chemicals,4,173,Public,Ranipet +8 more,51 years old,501-1k Employees
Dalmia Bharat Sugar & Industries,4.2,172,Public,New Delhi +14 more,30 years old,1k-5k Employees
Mayur Uniquoters,4.2,171,Public,Jaipur +7 more,32 years old,501-1k Employees
Jaiprakash Power Ventures,3.9,170,Public,Noida +15 more,30 years old,5k-10k Employees
Barbrik Project Limited (PRA Group),4.4,172,Public,Gurgaon/Gurugram +17 more,16 years old,201-500 Employees
Utkarsh India,3.3,172,Public,Kolkata +13 more,37 years old,501-1k Employees
Shubhalakshmi Polyesters,3.7,166,Public,Mumbai +10 more,45 years old,501-1k Employees
Pearl Global Industries,4.1,174,Public,Gurgaon/Gurugram +9 more,37 years old,501-1k Employees
Nilkamal Furniture,4.1,172,Public,Gorakhpur +56 more,34 years old,1k-5k Employees
Four Seasons Hotel,4.3,169,Public,Toronto +20 more,27 years old,501-1k Employees
Jay Ushin,4,168,Public,Gurgaon / Gurugram +11 more,65 years old,1k-5k Employees
Can Fin Homes,3.5,171,Public,Bhubaneswar +55 more,37 years old,501-1k Employees
Suez Water Technologies and Solutions,4.3,171,Public,Bhubaneswar +31 more,55 years old,5k-10k Employees
Upwork,4.6,171,Public,Santa Clara +30 more,9 years old,501-1k Employees
Simar Infrastructures,4.1,169,Public,Panipat +31 more,26 years old,201-500 Employees
Varindera Constructions,4.3,169,Public,New Delhi +15 more,40 years old,501-1k Employees
Compuage Infocom,3.9,169,Public,Mumbai +39 more,37 years old,501-1k Employees
International Travel House,4.1,168,Public,Gurgaon/Gurugram +18 more,43 years old,501-1k Employees
Ring Plus Aqua,3.8,168,Public,Thane +8 more,27 years old,201-500 Employees
GE Transportation,4.2,167,Public,Pittsburgh +11 more,117 years old,1k-5k Employees
Kovai Medical Center and Hospital,4.4,172,Public,Coimbatore +7 more,39 years old,201-500 Employees
Sunteck Realty,3.4,172,Public,Mumbai +7 more,43 years old,51-200 Employees
Indian Railway Catering and Tourism,4,170,Public,Delhi/NCR +40 more,25 years old,1k-5k Employees
Jyoti Structures,3.5,167,Public,Mumbai +34 more,50 years old,11-50 Employees
Jyoti Structures,3.5,167,Public,Mumbai +34 more,50 years old,11-50 Employees
HEG,4,165,Public,Noida +7 more,52 years old,501-1k Employees
Allen Solly,4.4,169,Public,Bangalore/Bengaluru +55 more,280 years old,10k-50k Employees
ICPA Health Products,3.4,168,Public,Mumbai +29 more,41 years old,51-200 Employees
SEED Infotech,3.6,168,Public,Pune +16 more,30 years old,1k-5k Employees
JCT,3.7,167,Public,Hoshiarpur +12 more,78 years old,1k-5k Employees
Ananth Technologies,3.9,166,Public,Hyderabad/Secunderabad +11 more,32 years old,1k-5k Employees
Dhampur Sugar Mills,3.6,165,Public,Delhi/NCR +16 more,91 years old,1k-5k Employees
Wilo Mather and Platt Pumps,4.2,169,Public,Pune +18 more,154 years old,501-1k Employees
Madhu Jayanti International,3.9,168,Public,Kolkata +36 more,82 years old,201-500 Employees
Eternis Fine Chemicals,3.8,165,Public,Mumbai +7 more,36 years old,201-500 Employees
Cadsys,3.9,164,Public,Hyderabad/Secunderabad +4 more,35 years old,201-500 Employees
Laborate Pharmaceuticals,3.8,164,Public,Panipat +29 more,39 years old,1k-5k Employees
Ansal Api,3.7,164,Public,New Delhi +15 more,57 years old,1k-5k Employees
Escorts Construction Equipment,4.1,163,Public,Faridabad +26 more,54 years old,1k-5k Employees
Saint Gobain Sekurit India,4,166,Public,Pune +15 more,51 years old,501-1k Employees
Amity Software Systems,4.3,166,Public,Noida +7 more,2024 years old,201-500 Employees
HostBooks,3.6,165,Public,Gurgaon/Gurugram +8 more,15 years old,201-500 Employees
Maxvalue Credits & Investments,4.5,163,Public,Thrissur +26 more,8 years old,1k-5k Employees
BajajSons,4.1,165,Public,Ludhiana +8 more,39 years old,1k-5k Employees
Shanthi Gears,3.6,165,Public,Coimbatore +12 more,55 years old,501-1k Employees
Army Ordnance Corps,4.7,165,Public,New Delhi +50 more,249 years old,11-50 Employees
Toyota Financial Services,3.7,164,Public,Chandler +32 more,41 years old,201-500 Employees
Kanoria Chemicals & Industries,4,164,Public,Delhi/NCR +10 more,64 years old,201-500 Employees
Automotive Axles,4,162,Public,Mysore +8 more,43 years old,1k-5k Employees
Butterfly Gandhimathi Appliances,4.3,183,Public,Chennai +29 more,38 years old,501-1k Employees
TRF,3.6,170,Public,Jamshedpur +16 more,62 years old,501-1k Employees
Fujitec,3.9,167,Public,Hikone +18 more,14 years old,51-200 Employees
MM Forgings,3.9,165,Public,Chennai +17 more,78 years old,1k-5k Employees
Emirates NBD,3.9,164,Public,Dubai +11 more,61 years old,201-500 Employees
Mangalam Cement,4.2,164,Public,Kolkata +21 more,48 years old,1k-5k Employees
Riddhi Corporate Services,3.9,162,Public,Ahmedabad  +33 more,14 years old,11-50 Employees
KNR Constructions,4.1,161,Public,Hyderabad/Secunderabad +31 more,29 years old,1k-5k Employees
Chiripal Industries,3.6,161,Public,Ahmedabad +5 more,52 years old,1k-5k Employees
C. L. GUPTA EXPORTS,4.3,167,Public,New Delhi +8 more,69 years old,1k-5k Employees
Vedika Credit Capital,3.8,161,Public,Ranchi +39 more,29 years old,1k-5k Employees
Smith & Nephew Healthcare,3.9,161,Public,United Kingdom +14 more,168 years old,1k-5k Employees
Onicra Credit Rating Agency,3,161,Public,Delhi/NCR +32 more,31 years old,501-1k Employees
Concorde Motors,4.4,160,Public,Bangalore/Bengaluru +12 more,52 years old,501-1k Employees (Global)
Gpt Infraprojects,4,160,Public,Kolkata +19 more,44 years old,1k-5k Employees
Reliance Petroleum,4,156,Public,Ahemdabad +33 more,16 years old,201-500 Employees
Jindal Worldwide,3.5,165,Public,Ahmedabad +3 more,38 years old,1k-5k Employees
Blue Cross Laboratories,3.9,164,Public,Mumbai +31 more,44 years old,1k-5k Employees
Prakash Industries,3.7,162,Public,New Delhi +34 more,44 years old,501-1k Employees
Hi-Tech,4,161,Public,Gurgaon / Gurugram +51 more,20 years old,Public
Precision Camshafts,3.4,161,Public,Solapur +4 more,32 years old,201-500 Employees
Future Consumer,4.3,159,Public,Mumbai +28 more,28 years old,1k-5k Employees
Burckhardt Compression,4.3,164,Public,Zurich +5 more,180 years old,201-500 Employees
National Mineral Development Corporation,4.4,160,Public,Hyderabad/Secunderabad +14 more,66 years old,5k-10k Employees (Global)
PIX Transmissions,3.9,158,Public,Nagpur +8 more,43 years old,51-200 Employees
Vesuvius,4,162,Public,London +15 more,33 years old,501-1k Employees
A2Z Infraservices,4,159,Public,Gurgaon/Gurugram +22 more,22 years old,201-500 Employees
Jubilant Industries,3.8,159,Public,Noida +34 more,17 years old,501-1k Employees
Igarashi Motors,4.1,158,Public,Chennai +6 more,32 years old,501-1k Employees
Godawari Power & Ispat,4.4,162,Public,Raipur +8 more,25 years old,1k-5k Employees
Rudrabhishek Enterprises,3.6,161,Public,Delhi/NCR +27 more,32 years old,201-500 Employees
Kutch Chemical Industries,4.2,161,Public,Ahmedabad +6 more,20 years old,1k-5k Employees
Caplin Point Laboratories,4.1,160,Public,Chennai +6 more,34 years old,501-1k Employees
Magma Housing Finance,4.3,157,Public,Kolkata +59 more,35 years old,5k-10k Employees
Sunil Hitech Engineers,4.3,157,Public,Hyderabad/Secunderabad +29 more,26 years old,501-1k Employees
Balasore Alloys,4.1,157,Public,Balasore +12 more,40 years old,501-1k Employees
KPR Mill,4.1,156,Public,Coimbatore +16 more,40 years old,501-1k Employees
Man Industries,3.8,156,Public,Mumbai +12 more,36 years old,1k-5k Employees
PG Electroplast,4.2,159,Public,Greater Noida +15 more,47 years old,501-1k Employees
JK Agri Genetics,4,158,Public,Hyderabad / Secunderabad +44 more,35 years old,201-500 Employees
Echs Polyclinic,4.2,155,Public,New Delhi +74 more,21 years old,11-50 Employees
Alcatel-Lucent,4.2,155,Public,Boulogne Billancourt Cedex +22 more,32 years old,201-500 Employees
Indo Count Industries,4.1,160,Public,Mumbai +13 more,36 years old,1k-5k Employees
MARG ERP,3.7,156,Public,New Delhi +27 more,24 years old,5k-10k Employees
Garware Hi-Tech Films,4.1,156,Public,Mumbai +7 more,91 years old,1k-5k Employees
Timex Group India,3.9,155,Public,Noida +26 more,170 years old,201-500 Employees
Sv Creditline,3.6,155,Public,Gurgaon +45 more,14 years old,1k-5k Employees
Sahajanand Laser Technology,3.7,157,Public,Gandhinagar +19 more,35 years old,501-1k Employees
LUX Industries,3.7,156,Public,Kolkata +23 more,67 years old,1k-5k Employees
Maral Overseas,3.6,155,Public,Delhi/NCR +11 more,33 years old,1k-5k Employees
Brand Factory,4.5,154,Public,Mumbai +40 more,18 years old,10k-50k Employees
Ginni Filaments,3.7,152,Public,Noida +12 more,34 years old,1k-5k Employees
Mashreq Bank,3.2,152,Public,Dubai +7 more,57 years old,11-50 Employees
BLS International Services,3.4,155,Public,Delhi/NCR +36 more,41 years old,51-200 Employees
Abellon Clean Energy,3.7,154,Public,Ahmedabad +17 more,16 years old,501-1k Employees
Karnataka Bank,3.8,154,Public,Mangaluru/Mangalore +49 more,100 years old,5k-10k Employees
Rushil Decor,4.2,154,Public,Ahmedabad +24 more,30 years old,501-1k Employees
Odisha Power Generation Corporation,3.9,153,Public,Bhubaneswar +9 more,40 years old,1k-5k Employees
IDBI Capital,3.6,152,Public,Mumbai +36 more,31 years old,51-200 Employees
Jagatjit Industries,4,152,Public,Kapurthala  +22 more,80 years old,1k-5k Employees
Orchid Pharma,3.9,152,Public,Chennai +5 more,32 years old,1k-5k Employees
Jaypee Hotels,3.8,152,Public,Delhi/NCR +12 more,44 years old,501-1k Employees
GVK Group,4,151,Public,Hyderabad +30 more,32 years old,50k-1 Lakh Employees
Dosti Realty,4.1,154,Public,Mumbai +6 more,44 years old,501-1k Employees
Quality Council of India,3.7,154,Public,Delhi/NCR +13 more,27 years old,51-200 Employees
Dosti Realty,4.1,154,Public,Mumbai +6 more,44 years old,501-1k Employees
Swaraj Engines,3.4,153,Public,Mohali +8 more,35 years old,501-1k Employees
Swelect Energy Systems,4.3,152,Public,Chennai +36 more,40 years old,201-500 Employees
LIXIL,4,152,Public,Koto-ku +30 more,17 years old,501-1k Employees
Adhunik Metaliks,3.4,151,Public,Kolkata +13 more,23 years old,501-1k Employees
Jagsonpal Pharmaceuticals,3.6,150,Public,Delhi/NCR +31 more,60 years old,1k-5k Employees
Sterlite Industries,4.4,150,Public,Mumbai +18 more,49 years old,201-500 Employees
Uttam Value Steels,4.1,149,Public,Mumbai +7 more,50 years old,1k-5k Employees
Harita Techserv,3.5,155,Public,Chennai +7 more,28 years old,51-200 Employees
Sanmar Group,3.8,152,Public,Hyderabad / Secunderabad +13 more,52 years old,1k-5k Employees (Global)
Vivimed Labs,3.6,151,Public,Hyderabad/Secunderabad +10 more,33 years old,501-1k Employees
Creamy foods,3.9,150,Public,Noida +29 more,33 years old,201-500 Employees
Technofab Engineering,3.9,149,Public,Delhi/NCR +19 more,53 years old,201-500 Employees
Praxis home Retail,4.1,154,Public,Mumbai +25 more,17 years old,1k-5k Employees
Praxis home Retail,4.1,154,Public,Mumbai +25 more,17 years old,1k-5k Employees
Dynamatic Technologies,3.8,153,Public,Bangalore/Bengaluru +8 more,51 years old,1k-5k Employees
Red FM 93.5,4.1,150,Public,Delhi/NCR +44 more,22 years old,501-1k Employees (Global)
Aia Engineering,4.2,150,Public,Ahmedabad +3 more,45 years old,1k-5k Employees
SMS Pharmaceuticals,3.7,149,Public,Hyderabad +4 more,34 years old,501-1k Employees
Aditya Birla Money,3.7,150,Public,Mumbai +37 more,68 years old,Public
Bhansali Engineering Polymers,3.2,148,Public,Mumbai +12 more,40 years old,501-1k Employees
Sutlej Textiles and Industries,4,149,Public,Kathua +15 more,19 years old,10k-50k Employees
Mayfair Hotels & Resorts,4.2,149,Public,Bhubaneswar +12 more,42 years old,501-1k Employees
Privi Organics,3.9,147,Public,Mumbai +10 more,42 years old,201-500 Employees
Pharmed,3.8,147,Public,Bangalore/Bengaluru +34 more,78 years old,1k-5k Employees
Gallantt Ispat,4,146,Public,Gorakhpur +16 more,19 years old,501-1k Employees
Bilt Graphic Paper Products,3.9,152,Public,Mumbai +10 more,17 years old,51-200 Employees
ANI INTEGRATED SERVICES,3.8,151,Public,Mumbai +35 more,36 years old,1k-5k Employees
Izmo,3.8,151,Public,Bengaluru +6 more,29 years old,51-200 Employees
Mold-Tek Technologies,3.5,149,Public,Hyderabad/Secunderabad +6 more,38 years old,1k-5k Employees
UFO Moviez,3.7,146,Public,Mumbai +29 more,19 years old,201-500 Employees
Xpo Logistics,3.8,145,Public,Greenwich +19 more,13 years old,51-200 Employees
Nahar Industrial Enterprises,3.7,145,Public,Ludhiana +12 more,41 years old,501-1k Employees
Sami-Sabinsa Group,3.3,147,Public,Bangalore/Bengaluru +8 more,27 years old,501-1k Employees
BMW Industries,3.7,146,Public,Kolkata +14 more,54 years old,501-1k Employees
SAVA Healthcare,4,145,Public,Pune +8 more,21 years old,501-1k Employees
Weizmann Forex,3.7,143,Public,Mumbai +31 more,31 years old,201-500 Employees
Learning Links Foundation,3.9,148,Public,Delhi/NCR +33 more,22 years old,501-1k Employees
ARSS Infrastructure Projects,3.8,145,Public,Bhubaneswar +17 more,24 years old,501-1k Employees
Bambino Agro Industries,4.2,145,Public,Hyderabad/Secunderabad +21 more,42 years old,201-500 Employees
UAE Exchange,4.2,145,Public,Abu Dhabi +35 more,29 years old,1-10 Employees
Japfa Comfeed,4.2,142,Public,Muzaffarpur +20 more,29 years old,501-1k Employees
Cheema Boilers,4.3,147,Public,Mohali +11 more,25 years old,501-1k Employees
DCW,4,143,Public,Mumbai +10 more,99 years old,1k-5k Employees
Petron Engineering Construction,4.3,141,Public,Mumbai +26 more,48 years old,501-1k Employees
RACL Geartech,4.1,149,Public,Noida +8 more,35 years old,201-500 Employees
IG Petrochemicals,3.6,145,Public,Mumbai +11 more,36 years old,1k-5k Employees
Net Access India,3.9,144,Public,Chennai +25 more,27 years old,201-500 Employees
A2z Infra Engineering,3.6,141,Public,Gurgaon +24 more,22 years old,10k-50k Employees (Global)
Modicare,4.4,145,Public,Delhi/NCR +38 more,28 years old,51-200 Employees
MTAR Technologies,4.4,144,Public,Hyderabad +4 more,54 years old,1k-5k Employees
Acer India,4.2,144,Public,Xizhi  +32 more,48 years old,51-200 Employees
